Institute,Academic Program Name,Quota,Seat Type,Gender,OR1,CR1,OR2,CR2,OR3,CR3,OR4,CR4,OR5,CR5,OR6,CR6,Index
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,4718,5925,14432,16809,9718,10292,11770,12896,7725,7725,1683,1683,48
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8012,8979,25652,25761,12593,12593,18041,18452,2807,2807,2023,2023,48
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,280,280,2547,2588,4638,5329,5981,6702,16309,38995,20284,31192,48
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,672,2804,4688,5562,35400,37689,7725,7725,23176,23622,25713,27668,48
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),4040,4309,9635,9635,45067,45067,2807,2807,2173,2173,871,871,48
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,291,563,227,227,6259,6259,16309,38931,6594,7176,1316,1316,48
"National Institute of Technology, Tiruchirappalli","Civil Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),242,242,2831,3025,11770,12896,23176,23622,6564,6564,4962,5424,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,936,4661,1235,1235,18041,18452,2173,2173,10798,14229,7288,7288,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),2903,6687,39706,43593,5981,6702,6149,7113,14653,15118,9583,11053,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,478,478,48239,48239,7725,7725,6564,6564,4380,5688,12385,12385,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Female-only (including Supernumerary),192,192,7283,7283,2807,2807,10798,14229,4819,4819,767,767,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,1032,1574,7842,7842,16309,38931,14653,15118,1683,1683,4372,6769,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),6767,6767,14893,18756,23176,23622,4380,5688,2023,2023,7691,7691,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS (PwD),Gender-Neutral,132,132,35908,35979,2173,2173,4819,4819,20284,27877,1448,1865,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,997,1689,8315,8934,6149,7113,1683,1683,20713,25713,3137,3137,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),1685,1867,3574,3574,6564,6564,2023,2023,871,871,19031,27034,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,241,1124,27004,29845,10798,14229,20284,27877,1316,1316,22467,24751,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),244,322,32884,32884,14653,15118,20713,25713,4644,5070,1193,1193,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,74,74,4580,4762,4380,5688,871,871,6227,6227,748,748,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,767,1313,6391,6391,4819,4819,1316,1316,9583,10801,4448,4972,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),1169,1169,8459,9037,1683,1683,4644,5070,12385,12385,4309,4309,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,86,1147,5094,5220,2023,2023,6227,6227,767,767,7188,10049,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),1701,2086,8298,8298,20284,27877,9583,10801,4372,6769,7684,9304,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,5,5,1819,1819,20713,25713,12385,12385,7032,7032,4016,5824,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,117,186,3457,3457,871,871,767,767,1448,1865,4584,5983,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),309,309,31473,37112,1316,1316,4372,6769,3137,3137,1426,1833,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,202,410,38981,38981,4644,5070,7032,7032,17246,26190,1647,1647,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),726,881,6789,6896,6227,6227,1448,1865,21079,22720,14550,20446,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,23,23,13125,13816,9583,10801,3137,3137,1193,1193,24056,25938,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,39,268,21996,21996,12385,12385,17246,26190,748,748,880,880,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),186,497,6568,7973,767,767,21079,22720,4121,4637,3040,3205,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,46,51,3950,3950,4372,6769,1193,1193,4309,4309,4716,4716,48
"National Institute of Technology, Tiruchirappalli","Computer Science and Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),249,249,19911,24729,7032,7032,748,748,6886,9651,6183,7738,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,6915,9254,27687,27687,1448,1865,4121,4637,6774,7684,9510,12418,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),11085,12625,1893,1893,3137,3137,4309,4309,3547,5599,591,591,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,715,715,3739,3739,17246,26190,6886,9651,4584,5983,3053,3912,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,4664,6477,7005,7657,21079,22720,6774,7684,978,1605,3812,6591,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),13202,13202,12660,12660,1193,1193,3547,5599,1647,1647,1545,1991,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,2051,2541,3225,3757,748,748,4584,5983,14550,19440,2077,2077,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),3200,4288,6310,6310,4121,4637,978,1605,22619,24778,50094,53922,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,1758,2606,1897,1897,4309,4309,1647,1647,880,880,1710,1710,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1852,2495,41192,53399,6886,9651,14550,19279,2959,3122,9120,9120,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,79,79,52062,52062,6774,7684,22619,24778,4716,4716,18177,18566,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,2382,2952,9362,9362,3547,5599,880,880,6183,7654,5959,5959,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2674,2674,18363,21949,4584,5983,2854,3081,9510,10125,3582,3582,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,3618,5422,32425,32425,978,1605,4716,4716,591,591,25395,41976,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),7962,10272,9228,9383,1647,1647,6183,7620,3053,3912,7444,7444,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,183,183,12593,12593,14550,19279,9510,10125,3812,6428,15265,15412,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,838,944,3014,4384,22619,24778,591,591,1545,1991,6008,6542,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2196,2196,35400,37481,880,880,3053,3819,2077,2077,22104,32906,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,1371,2599,43656,43656,2854,3081,3812,6428,45112,50094,28485,33784,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),3124,4122,6210,6210,4716,4716,1545,1991,1710,1710,254,254,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Female-only (including Supernumerary),207,207,11770,12714,6183,7620,2077,2077,8546,8546,5630,5950,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,1068,1282,18041,18452,9510,10125,45112,50094,16176,17109,5403,5403,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1587,1958,5981,6702,591,591,1710,1710,5959,5959,9067,11594,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,112,112,7725,7725,3053,3819,8546,8546,3582,3582,11116,13578,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,230,327,2807,2807,3812,6428,16176,17109,25395,39531,359,359,48
"National Institute of Technology, Tiruchirappalli","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),920,920,16309,38049,1545,1991,5959,5959,7444,7444,3136,4297,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,4341,6871,23176,23622,2077,2077,3582,3582,11850,15265,2597,3104,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),7666,9954,2173,2173,45112,50094,25395,39531,6008,6542,49,49,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,278,278,6140,6399,1710,1710,7444,7444,22104,32297,817,977,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,2590,3744,6564,6564,8546,8546,11850,15265,28485,33426,1564,1564,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,1574,2031,10798,13972,16176,16913,6008,6542,254,254,19966,28010,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),2314,2465,14653,15118,5959,5959,22104,32297,5100,5943,30597,34869,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,915,1723,4380,5688,3582,3582,28485,33426,5403,5403,676,676,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),1450,1791,4819,4819,25395,39531,254,254,9067,10749,4308,4534,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,175,175,1683,1683,7444,7444,5100,5943,9089,11116,5695,5695,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,1472,2256,2023,2023,11850,15265,5403,5403,359,359,205,205,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),2482,2482,59,59,6008,6542,9067,10749,3136,4297,7506,9148,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,1797,3609,20284,27668,22104,32297,9089,11116,2597,3104,12017,12959,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),4789,6252,20713,25713,28485,33426,359,359,49,49,1621,4183,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,138,138,871,871,254,254,3136,4297,817,977,3398,6460,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,466,596,1316,1316,5100,5943,2597,3104,1564,1564,685,1085,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),1180,1180,4644,5070,5403,5403,49,49,19966,24829,2226,2226,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,920,1296,6227,6227,9067,10749,817,977,28979,33287,1894,3115,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),1864,2593,9583,10623,9089,11116,1564,1564,676,676,760,4530,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,71,71,12385,12385,359,359,19966,24786,3802,4212,139,139,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,293,524,767,767,3136,4297,28979,33061,5695,5695,353,466,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),988,1555,4372,6514,2597,3104,676,676,205,205,575,575,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,SC (PwD),Gender-Neutral,47,47,7032,7032,49,49,3741,3906,7278,8760,650,974,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,110,147,1448,1865,817,977,5167,5167,12017,12959,1143,1739,48
"National Institute of Technology, Tiruchirappalli","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),711,711,3137,3137,1564,1564,205,205,1621,4032,65,65,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,7605,14406,17246,26190,19966,24786,7278,8633,3398,6460,350,719,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),15583,17885,21079,22720,28979,33061,12017,12959,685,1085,424,1002,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,391,391,1193,1193,676,676,1621,4009,2226,2226,34,78,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7039,10683,748,748,3741,3906,3398,6460,1291,3004,81,81,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3518,4147,4121,4637,5167,5167,685,1085,760,4089,5,5,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),4808,5417,4309,4309,205,205,2226,2226,139,139,889,2413,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2028,4232,6886,9504,7278,8633,1291,3004,353,466,3030,3830,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),4001,4190,6774,7684,12017,12959,760,4000,575,575,111,111,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6392,7186,3547,5599,1621,4009,139,139,599,870,282,348,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),4969,4969,4584,5983,3398,6460,353,466,896,1599,50,50,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,4688,12463,978,1498,685,1085,575,575,65,65,441,792,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),10652,16852,1647,1647,2226,2226,599,870,350,719,1106,1160,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,456,456,14550,19279,1291,3004,896,1599,424,1002,24,24,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1822,2121,22619,24778,760,4000,65,65,34,78,301,484,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2476,2476,880,880,139,139,350,719,81,81,354,763,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,3365,4629,2854,3081,353,466,424,1002,5,5,82,174,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),8537,8758,4716,4716,575,575,34,78,889,2334,360,360,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,255,255,6183,7414,599,870,81,81,3030,3605,6879,11388,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,2308,3138,9510,10125,896,1599,5,5,111,111,9985,16368,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),3554,4223,591,591,65,65,889,2285,282,344,531,531,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,373,958,3053,3819,350,719,3030,3605,50,50,1656,1817,48
"National Institute of Technology, Tiruchirappalli","Instrumentation and Control Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1790,1790,3812,6428,424,1002,111,111,432,738,2455,2455,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,3744,14644,1545,1805,34,78,282,344,1106,1160,2604,3688,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),14699,21053,2077,2077,81,81,50,50,24,24,5228,5655,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,7152,12365,40707,46042,5,5,432,727,301,484,325,325,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),17694,17694,1710,1710,889,2285,1106,1160,354,763,1609,2558,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,3464,4256,8107,8107,3030,3605,24,24,82,174,2375,2375,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),5577,5781,15449,16270,111,111,301,484,360,360,452,574,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Gender-Neutral,350,350,5959,5959,282,344,354,763,6879,11307,1233,1233,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL (PwD),Female-only (including Supernumerary),303,303,3582,3582,50,50,82,174,9985,14920,7121,9265,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,2628,3131,25395,39531,432,727,360,360,531,531,11171,12121,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),2789,3886,6829,6829,1106,1160,6879,11307,1656,1817,485,485,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,SC (PwD),Gender-Neutral,162,162,11850,14699,24,24,9011,13566,2455,2455,1280,1627,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,3102,4452,6008,6542,301,484,531,531,2604,3688,2214,2214,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",HS,ST,Female-only (including Supernumerary),3996,3996,22104,32297,354,763,1656,1817,5228,5655,3051,3379,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Gender-Neutral,4026,9241,28485,33426,82,174,2455,2455,325,325,4220,6287,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN,Female-only (including Supernumerary),10294,17044,254,254,360,360,2604,3688,1609,2558,204,204,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OPEN (PwD),Gender-Neutral,312,312,5100,5717,6879,11307,5228,5655,2375,2375,1444,2298,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Gender-Neutral,1489,1771,5403,5403,9011,13566,325,325,452,574,1940,3554,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS,Female-only (including Supernumerary),2639,2639,9067,10749,531,531,1609,2558,737,737,514,826,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,EWS (PwD),Gender-Neutral,67,67,9089,9651,1656,1817,2375,2375,6710,8521,965,965,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Gender-Neutral,2286,3614,359,359,2455,2455,452,574,11171,12048,4179,6516,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL,Female-only (including Supernumerary),4973,6906,3136,4297,2604,3688,737,737,485,485,7141,8290,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,OBC-NCL (PwD),Gender-Neutral,128,128,2597,3104,5228,5655,6710,8496,1217,1466,905,932,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Gender-Neutral,977,1603,49,49,325,325,11171,11764,2214,2214,1223,1223,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,SC,Female-only (including Supernumerary),1862,2524,817,977,1609,2558,485,485,2764,3293,27,143,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Gender-Neutral,344,437,1564,1564,2375,2375,1217,1466,4220,6287,1440,2366,48
"National Institute of Technology, Tiruchirappalli","Mechanical Engineering (4 Years, Bachelor of Technology)",OS,ST,Female-only (including Supernumerary),1205,1205,19966,23881,452,574,2214,2214,204,204,3786,4058,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,15808,25825,28979,32842,737,737,2764,3293,1444,1960,85,85,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),21191,37943,676,676,6710,8496,4220,6287,1940,3554,838,1297,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,14961,17827,3672,3735,11171,11764,204,204,514,826,1643,1907,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,EWS,Female-only (including Supernumerary),22517,22517,5167,5167,485,485,1444,1960,965,965,275,277,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,7309,8445,205,205,1217,1466,1940,3554,4179,6422,2776,5814,48
"National Institute of Technology, Tiruchirappalli","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),10546,10911,7106,8595,2214,2214,514,826,5350,8171,3899,8908,48
